author_book_count,author_avg_lexile,author_lexile_consistency,is_prolific_author,is_specialist_author,title_length,title_word_count,title_has_numbers,description_length,description_word_count,has_substantial_description,theme_count,has_friendship_theme,has_adventure_theme,has_family_theme,has_imagination_theme,has_magic_theme,has_humor_theme,has_complex_themes,reading_confidence_llm,lexile_confidence,avg_confidence,high_confidence,data_completeness_score,author_primary_category_encoded
4,875.0,144.33756729740642,0,0,31,5,1,1052,165,1,3,0,1,1,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,15,3,0,145,26,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
10,175.0,0.0,1,1,61,10,1,95,15,0,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,450.0,0.0,1,1,21,4,0,45,1,0,3,1,1,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,0.6666666666666666,1
10,175.0,0.0,1,1,28,5,0,128,24,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,230.0,122.98373876248843,1,0,21,4,0,180,31,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,312.5,194.45436482630058,0,0,14,2,0,161,27,1,3,0,1,1,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,750.0,0.0,0,1,16,3,0,166,30,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,10,2,0,126,23,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,54,7,1,306,53,1,4,1,1,0,0,1,0,0,0.9,0.6,0.75,0,1.0,3
5,175.0,0.0,1,1,29,4,0,147,24,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,35,6,0,108,23,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
4,175.0,0.0,0,1,30,5,0,147,28,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
7,707.1428571428571,113.38934190276818,1,0,48,7,1,109,15,1,3,1,0,0,1,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,41,7,0,197,29,1,3,1,1,0,1,0,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,16,2,0,98,21,0,4,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
3,750.0,0.0,0,1,25,4,1,439,78,1,4,0,0,1,0,1,0,1,0.8,0.6,0.7,0,1.0,3
1,750.0,0.0,0,1,53,11,1,237,39,1,3,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
5,450.0,0.0,1,1,14,2,0,130,22,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,750.0,0.0,0,1,10,2,0,117,24,1,4,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,750.0,0.0,0,1,94,13,1,638,105,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
2,875.0,176.7766952966369,0,0,23,3,1,934,146,1,4,0,0,0,0,0,0,0,0.9,0.4,0.65,0,1.0,3
1,750.0,0.0,0,1,59,13,1,675,126,1,4,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,13,3,0,108,24,1,3,1,1,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
4,750.0,0.0,0,1,33,5,1,303,50,1,4,1,0,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
19,342.10526315789474,131.7754380826387,1,0,30,6,0,124,24,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,32,5,0,96,17,0,3,0,0,0,1,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,2
2,312.5,194.45436482630058,0,0,33,6,1,226,41,1,3,1,0,0,0,1,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,22,5,0,111,19,1,3,0,0,0,0,0,0,0,1.0,0.8,0.9,1,1.0,2
7,621.4285714285714,160.35674514745463,1,0,48,8,1,309,53,1,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,750.0,0.0,0,1,42,7,1,239,47,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,53,11,1,973,168,1,4,0,1,1,0,0,1,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,49,6,0,324,55,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
4,750.0,0.0,0,1,50,9,1,163,30,1,4,1,0,0,0,1,0,1,0.9,0.6,0.75,0,1.0,3
4,243.75,137.5,0,0,16,4,0,128,23,1,4,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
14,750.0,0.0,1,1,46,9,1,1751,320,1,4,1,0,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
14,750.0,0.0,1,1,65,11,1,749,128,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,21,5,0,65,12,0,4,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
3,383.3333333333333,115.47005383792515,0,0,8,2,0,64,13,0,3,1,0,0,0,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,1
4,175.0,0.0,0,1,5,1,0,531,86,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,450.0,0.0,1,1,26,4,0,163,32,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
8,525.0,290.01231500945414,1,0,22,3,0,170,31,1,3,1,1,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
2,750.0,0.0,0,1,47,7,1,189,32,1,3,0,1,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
14,750.0,0.0,1,1,41,8,1,1809,300,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,39,7,1,109,18,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
14,750.0,0.0,1,1,41,7,1,856,145,1,4,0,1,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,22,4,0,112,19,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
14,750.0,0.0,1,1,37,8,1,592,103,1,3,0,1,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
11,706.8181818181819,178.91719770990053,1,0,45,8,1,618,105,1,4,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,750.0,0.0,0,1,13,3,0,312,52,1,4,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,13,3,1,536,94,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,17,3,1,259,49,1,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,23,4,0,237,44,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
4,387.5,274.24137786507225,0,0,13,3,0,135,19,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,450.0,0.0,0,1,22,3,0,797,123,1,4,1,1,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,19,3,0,358,65,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
19,342.10526315789474,131.7754380826387,1,0,33,7,0,131,27,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
4,243.75,137.5,0,0,20,4,0,128,26,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,18,3,0,105,18,1,3,0,0,0,0,0,1,0,1.0,0.8,0.9,1,1.0,2
2,600.0,212.13203435596427,0,0,21,4,0,143,26,1,3,1,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,4,1,0,151,29,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
19,342.10526315789474,131.7754380826387,1,0,57,10,0,67,12,0,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,1
1,450.0,0.0,0,1,16,2,0,684,132,1,4,1,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
5,630.0,164.31676725154983,1,0,36,6,1,119,22,1,4,1,1,0,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,24,3,0,237,41,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,450.0,0.0,0,1,19,3,0,149,25,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,41,9,0,181,31,1,3,0,0,0,0,0,0,0,1.0,0.8,0.9,1,1.0,2
1,750.0,0.0,0,1,18,3,0,129,22,1,3,1,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,34,5,1,842,152,1,4,0,0,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,32,6,0,225,40,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,21,6,0,86,13,0,4,0,0,1,0,0,0,0,1.0,0.8,0.9,1,1.0,2
1,175.0,0.0,0,1,29,4,0,74,12,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
4,175.0,0.0,0,1,25,5,0,68,13,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,250.0,0.0,0,1,58,9,1,553,89,1,3,0,0,0,1,0,0,0,0.9,0.6,0.75,0,1.0,4
1,750.0,0.0,0,1,10,2,0,80,15,0,3,1,0,1,0,0,0,0,0.9,0.6,0.75,0,0.6666666666666666,3
1,450.0,0.0,0,1,17,3,0,158,26,1,3,1,1,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,12,2,0,92,19,0,3,1,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,2
6,650.0,154.91933384829667,1,0,43,7,1,229,35,1,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,750.0,0.0,0,1,45,8,1,806,139,1,3,0,1,0,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,33,6,1,437,80,1,3,1,1,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,9,1,0,201,32,1,4,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,23,5,0,284,54,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
2,175.0,0.0,0,1,31,4,0,504,84,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,2
5,175.0,0.0,1,1,32,5,1,134,20,1,3,0,1,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
6,154.16666666666666,51.031036307982866,1,0,6,3,0,78,12,0,3,0,0,0,0,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,450.0,0.0,1,1,52,11,1,220,34,1,3,1,0,0,0,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,1
3,175.0,0.0,0,1,31,5,0,473,90,1,3,1,0,0,0,0,0,1,1.0,0.8,0.9,1,1.0,2
4,750.0,0.0,0,1,14,2,0,133,26,1,3,1,0,0,1,0,0,1,0.9,0.6,0.75,0,1.0,3
10,720.0,94.86832980505137,1,0,49,9,1,79,15,0,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,26,3,0,260,44,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
5,450.0,0.0,1,1,40,7,1,145,27,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
4,750.0,0.0,0,1,21,3,0,195,32,1,3,1,0,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,750.0,0.0,0,1,27,6,0,158,29,1,3,1,0,0,0,1,0,1,0.9,0.6,0.75,0,1.0,3
19,342.10526315789474,131.7754380826387,1,0,18,3,0,76,13,0,4,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
2,450.0,0.0,0,1,36,6,0,150,26,1,3,1,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
2,175.0,0.0,0,1,23,6,0,75,15,0,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,175.0,0.0,0,1,17,3,0,98,17,0,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,2
1,450.0,0.0,0,1,21,3,0,743,123,1,3,1,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,750.0,0.0,0,1,24,5,0,176,29,1,4,0,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,21,3,1,695,122,1,4,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
3,450.0,0.0,0,1,19,5,1,225,43,1,3,1,1,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
2,750.0,0.0,0,1,41,7,1,600,108,1,4,1,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
11,706.8181818181819,178.91719770990053,1,0,56,9,1,841,147,1,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
4,243.75,137.5,0,0,14,3,0,106,18,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,21,4,0,85,15,0,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,450.0,0.0,0,1,27,6,0,447,76,1,3,1,0,0,0,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,1
7,707.1428571428571,113.38934190276818,1,0,45,7,1,168,27,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,3
1,175.0,0.0,0,1,26,5,0,524,94,1,4,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
19,342.10526315789474,131.7754380826387,1,0,32,7,0,171,30,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,25,6,0,104,19,1,3,0,0,0,1,1,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,850.0,136.93063937629154,1,0,54,9,1,799,138,1,4,1,0,1,0,0,0,0,0.9,0.4,0.65,0,1.0,3
4,450.0,0.0,0,1,50,7,1,181,29,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,31,6,0,117,23,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,39,7,0,304,51,1,4,0,0,0,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,58,8,1,724,116,1,4,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
2,462.5,406.5863991822648,0,0,12,1,0,827,125,1,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
5,175.0,0.0,1,1,30,6,0,129,21,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
10,750.0,0.0,1,1,120,23,1,149,19,1,3,1,1,0,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,20,3,0,121,22,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,450.0,0.0,0,1,28,5,0,104,20,1,4,0,0,0,0,0,0,0,0.8,0.8,0.8,1,1.0,1
11,706.8181818181819,178.91719770990053,1,0,61,9,1,889,143,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
10,720.0,94.86832980505137,1,0,41,7,1,216,35,1,4,1,1,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,23,3,1,348,65,1,3,0,1,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
19,342.10526315789474,131.7754380826387,1,0,30,7,0,129,24,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,750.0,0.0,0,1,82,14,1,1341,224,1,3,1,1,0,1,0,0,0,0.9,0.6,0.75,0,1.0,3
4,243.75,137.5,0,0,41,8,0,136,22,1,3,0,0,0,1,0,0,0,1.0,0.8,0.9,1,1.0,2
1,450.0,0.0,0,1,24,5,0,511,90,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
6,650.0,154.91933384829667,1,0,29,5,1,223,41,1,4,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,3
14,750.0,0.0,1,1,61,12,1,975,174,1,3,0,1,1,0,0,0,0,0.8,0.6,0.7,0,1.0,3
3,175.0,0.0,0,1,18,5,0,404,72,1,4,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
14,175.0,0.0,1,1,40,8,1,56,11,0,3,1,0,0,0,0,0,0,1.0,0.8,0.9,1,1.0,2
2,750.0,0.0,0,1,14,3,0,1085,186,1,4,0,1,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
2,750.0,0.0,0,1,48,6,1,123,22,1,3,0,1,1,0,1,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,11,2,0,106,18,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
7,707.1428571428571,113.38934190276818,1,0,58,10,1,123,20,1,3,1,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,12,3,0,104,21,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,10,2,0,237,42,1,4,1,1,0,1,0,0,0,0.9,0.6,0.75,0,1.0,3
1,450.0,0.0,0,1,16,3,0,142,26,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
14,175.0,0.0,1,1,34,5,0,88,15,0,3,0,0,0,1,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,450.0,0.0,0,1,12,2,0,69,10,0,3,0,0,1,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
11,706.8181818181819,178.91719770990053,1,0,55,9,1,973,168,1,3,0,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
4,243.75,137.5,0,0,9,1,0,59,11,0,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,59,12,0,134,26,1,3,0,0,0,0,0,1,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,750.0,0.0,0,1,23,4,0,1137,173,1,4,0,0,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,14,3,0,123,26,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
7,225.0,85.39125638299666,1,0,10,2,0,100,18,0,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,2
1,175.0,0.0,0,1,51,7,0,169,29,1,3,1,1,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
3,750.0,0.0,0,1,22,3,0,884,149,1,3,0,0,1,0,0,0,1,0.9,0.6,0.75,0,1.0,3
6,175.0,0.0,1,1,20,3,0,84,17,0,3,0,1,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,15,4,0,652,117,1,4,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,8,2,0,86,15,0,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,600.0,212.13203435596427,0,0,7,1,0,927,165,1,4,1,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
2,450.0,0.0,0,1,28,4,1,655,113,1,4,0,1,0,1,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,11,1,0,88,18,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,30,5,0,146,25,1,3,0,1,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
6,154.16666666666666,51.031036307982866,1,0,12,2,0,50,8,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,0.6666666666666666,2
1,450.0,0.0,0,1,13,2,0,348,69,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
3,550.0,173.20508075688772,0,0,56,5,1,123,21,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
3,175.0,0.0,0,1,10,1,0,130,24,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
4,875.0,144.33756729740642,0,0,38,6,1,457,70,1,3,0,1,1,0,0,0,1,0.9,0.4,0.65,0,1.0,3
4,750.0,0.0,0,1,41,5,1,176,30,1,4,1,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,250.0,0.0,0,1,22,4,0,177,31,1,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,4
1,175.0,0.0,0,1,18,3,0,131,24,1,3,0,0,0,0,0,0,1,0.9,0.6,0.75,0,1.0,4
1,450.0,0.0,0,1,9,2,0,867,153,1,4,0,0,1,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
4,175.0,0.0,0,1,18,3,0,159,29,1,3,1,1,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
3,550.0,173.20508075688772,0,0,52,5,1,104,20,1,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,1
19,342.10526315789474,131.7754380826387,1,0,56,12,1,54,12,0,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,1
10,720.0,94.86832980505137,1,0,44,8,1,184,37,1,4,0,0,1,0,0,0,0,0.8,0.6,0.7,0,1.0,3
4,750.0,0.0,0,1,33,6,1,394,67,1,4,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
5,450.0,0.0,1,1,26,5,0,428,84,1,4,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
2,450.0,0.0,0,1,48,12,0,92,14,0,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,10,2,0,101,16,1,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
10,175.0,0.0,1,1,33,6,0,84,16,0,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
7,257.14285714285717,217.32957198030564,1,0,31,6,0,82,15,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,600.0,212.13203435596427,0,0,14,3,0,118,23,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,18,4,0,164,27,1,3,1,1,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,27,3,1,1231,170,1,4,0,1,1,0,1,0,1,0.9,0.6,0.75,0,1.0,3
2,175.0,0.0,0,1,25,5,0,121,22,1,3,0,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,2
19,342.10526315789474,131.7754380826387,1,0,33,7,0,103,18,1,3,1,1,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
10,720.0,94.86832980505137,1,0,20,4,0,113,18,1,4,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
1,175.0,0.0,0,1,23,5,0,49,10,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,0.6666666666666666,2
2,600.0,212.13203435596427,0,0,12,3,0,155,22,1,3,0,0,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,3
1,175.0,0.0,0,1,25,6,0,318,51,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
5,750.0,0.0,1,1,12,2,0,559,88,1,4,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
19,342.10526315789474,131.7754380826387,1,0,32,7,0,122,22,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,450.0,0.0,0,1,8,2,0,121,22,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,18,3,0,79,14,0,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,175.0,0.0,0,1,25,4,0,80,14,0,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,312.5,194.45436482630058,0,0,19,3,0,97,21,0,3,0,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
6,175.0,0.0,1,1,24,4,0,109,22,1,3,0,0,0,1,0,0,0,1.0,0.8,0.9,1,1.0,2
5,570.0,164.31676725154983,1,0,44,7,1,144,23,1,3,1,0,0,0,0,0,0,0.9,0.6,0.75,0,1.0,1
7,621.4285714285714,160.35674514745463,1,0,39,7,1,470,82,1,4,1,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
19,342.10526315789474,131.7754380826387,1,0,33,7,0,112,20,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,6,1,0,74,13,0,3,0,0,0,0,0,0,0,1.0,0.8,0.9,1,1.0,2
3,650.0,173.20508075688772,0,0,49,9,1,701,118,1,3,0,0,0,0,0,0,1,0.9,0.8,0.8500000000000001,1,1.0,3
2,600.0,212.13203435596427,0,0,28,4,1,750,110,1,3,1,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,3
8,831.25,250.62422069704277,1,0,54,11,1,973,176,1,3,1,1,0,0,0,0,0,0.9,0.6,0.75,0,1.0,0
1,1000.0,0.0,0,1,31,5,1,2046,305,1,4,0,0,0,0,0,0,0,0.9,0.4,0.65,0,1.0,0
1,750.0,0.0,0,1,19,4,0,202,36,1,4,0,1,0,0,0,0,1,0.9,0.6,0.75,0,1.0,3
19,342.10526315789474,131.7754380826387,1,0,32,7,0,153,27,1,3,1,0,0,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,1
1,175.0,0.0,0,1,20,2,0,116,22,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
1,750.0,0.0,0,1,15,2,0,145,25,1,3,0,0,1,0,0,0,0,0.9,0.6,0.75,0,1.0,3
14,175.0,0.0,1,1,25,5,0,197,35,1,3,0,0,0,0,0,1,0,1.0,0.8,0.9,1,1.0,2
1,750.0,0.0,0,1,53,11,1,125,21,1,4,0,1,0,1,1,0,0,0.9,0.6,0.75,0,1.0,3
8,831.25,250.62422069704277,1,0,42,9,1,2129,355,1,3,1,1,0,0,0,0,0,0.9,0.4,0.65,0,1.0,0
5,630.0,164.31676725154983,1,0,36,6,1,364,64,1,3,1,1,0,0,1,0,0,0.9,0.8,0.8500000000000001,1,1.0,3
1,175.0,0.0,0,1,12,2,0,649,111,1,3,0,0,1,0,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,2
2,600.0,212.13203435596427,0,0,45,7,1,524,74,1,4,1,1,0,1,0,0,0,0.9,0.8,0.8500000000000001,1,1.0,3
