title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url
Poppy the Proud,Emlyn Chand,https://www.goodreads.com/book/show/13568454-poppy-the-proud,Poppy the Proud,Emlyn Chand,,https://openlibrary.org/works/OL36991548W
The Lord of the Rings,J.R.R. Tolkien,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,The Lord of the Rings,J.R.R. Tolkien,https://covers.openlibrary.org/b/id/14625765-L.jpg,https://openlibrary.org/works/OL27448W
Science Verse,Jon Scieszka,https://www.goodreads.com/book/show/138643.Science_Verse,Science verse,Jon Scieszka,https://covers.openlibrary.org/b/id/402876-L.jpg,https://openlibrary.org/works/OL39516W
Snowflakes on my Lashes,The Peacock Writers,https://www.goodreads.com/book/show/26174322-snowflakes-on-my-lashes,,,,
"Taran Wanderer (The Chronicles of Prydain, #4)",Lloyd Alexander,https://www.goodreads.com/book/show/24782.Taran_Wanderer,Taran Wanderer,Lloyd Alexander,https://covers.openlibrary.org/b/id/14909244-L.jpg,https://openlibrary.org/works/OL26526430W
Harvey Potter's Balloon Farm,Jerdine Nolen,https://www.goodreads.com/book/show/575737.Harvey_Potter_s_Balloon_Farm,Harvey Potter's balloon farm,Jerdine Nolen,https://covers.openlibrary.org/b/id/430415-L.jpg,https://openlibrary.org/works/OL59173W
"Summer Story (Brambly Hedge, #2)",Jill Barklem,https://www.goodreads.com/book/show/421572.Summer_Story,Summer Story,Jill Barklem,https://covers.openlibrary.org/b/id/435520-L.jpg,https://openlibrary.org/works/OL53727W
Born to Spy,Jayde Scott,https://www.goodreads.com/book/show/9893701-born-to-spy,Born To Spy,Jayde Scott,https://covers.openlibrary.org/b/id/12088391-L.jpg,https://openlibrary.org/works/OL26135019W
The Happy Prince,Oscar Wilde,https://www.goodreads.com/book/show/79121.The_Happy_Prince,The Happy Prince (Mini Classics),Oscar Wilde,https://covers.openlibrary.org/b/id/13952819-L.jpg,https://openlibrary.org/works/OL31722180W
Duck for President,Doreen Cronin,https://www.goodreads.com/book/show/96128.Duck_for_President,Duck for President (New York Times Best Illustrated Children's Books (Awards)) by Doreen Cronin (2004-03-02),Doreen Cronin,,https://openlibrary.org/works/OL43186003W
This Is Not My Hat,Jon Klassen,https://www.goodreads.com/book/show/13531024-this-is-not-my-hat,This Is Not My Hat,Jon Klassen,https://covers.openlibrary.org/b/id/10207424-L.jpg,https://openlibrary.org/works/OL16077191W
The Tiny Seed,Eric Carle,https://www.goodreads.com/book/show/241074.The_Tiny_Seed,The Tiny Seed,Eric Carle,https://covers.openlibrary.org/b/id/3267631-L.jpg,https://openlibrary.org/works/OL52982W
Tell Me Again About the Night I Was Born,Jamie Lee Curtis,https://www.goodreads.com/book/show/158179.Tell_Me_Again_About_the_Night_I_Was_Born,Tell Me Again About the Night I Was Born Board Book (Joanna Colter Books),Jamie Lee Curtis,https://covers.openlibrary.org/b/id/444612-L.jpg,https://openlibrary.org/works/OL2705089W
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,https://www.goodreads.com/book/show/41424.Beauty,,,,
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,https://www.goodreads.com/book/show/108077.The_Watsons_Go_to_Birmingham_1963,The Watsons go to Birmingham--1963,Christopher Paul Curtis,https://covers.openlibrary.org/b/id/10323552-L.jpg,https://openlibrary.org/works/OL115601W
Angelina on Stage,Katharine Holabird,https://www.goodreads.com/book/show/883302.Angelina_on_Stage,Angelina on stage,Katharine Holabird,https://covers.openlibrary.org/b/id/849158-L.jpg,https://openlibrary.org/works/OL109075W
Heckedy Peg,Audrey Wood,https://www.goodreads.com/book/show/285672.Heckedy_Peg,Heckedy Peg,Audrey Wood,https://covers.openlibrary.org/b/id/114345-L.jpg,https://openlibrary.org/works/OL547444W
"Stand Tall, Molly Lou Melon",Patty Lovell,https://www.goodreads.com/book/show/1145862.Stand_Tall_Molly_Lou_Melon,"Stand tall, Molly Lou Melon",Patty Lovell,https://covers.openlibrary.org/b/id/259828-L.jpg,https://openlibrary.org/works/OL221753W
Happy Birthday to You!,Dr. Seuss,https://www.goodreads.com/book/show/7775.Happy_Birthday_to_You_,Happy birthday to you!,Dr. Seuss,https://covers.openlibrary.org/b/id/255156-L.jpg,https://openlibrary.org/works/OL1898268W
Blue Willow,Doris Gates,https://www.goodreads.com/book/show/774396.Blue_Willow,Blue Willow,Doris Gates,https://covers.openlibrary.org/b/id/101370-L.jpg,https://openlibrary.org/works/OL5590818W
"Mr. Putter & Tabby Walk the Dog (Mr. Putter & Tabby, #2)",Cynthia Rylant,https://www.goodreads.com/book/show/1046326.Mr_Putter_Tabby_Walk_the_Dog,Mr. Putter & Tabby Walk the Dog,Cynthia Rylant,https://covers.openlibrary.org/b/id/114431-L.jpg,https://openlibrary.org/works/OL64066W
"The Children of Green Knowe (Green Knowe, #1)",Lucy M. Boston,https://www.goodreads.com/book/show/377889.The_Children_of_Green_Knowe,The children of Green Knowe,Lucy M. Boston,https://covers.openlibrary.org/b/id/116026-L.jpg,https://openlibrary.org/works/OL4772206W
"Five Run Away Together (Famous Five, #3)",Enid Blyton,https://www.goodreads.com/book/show/74997.Five_Run_Away_Together,Five Run Away Together,Enid Blyton,https://covers.openlibrary.org/b/id/14605167-L.jpg,https://openlibrary.org/works/OL1948504W
The Ordinary Princess,M.M. Kaye,https://www.goodreads.com/book/show/674749.The_Ordinary_Princess,The Ordinary Princess,M.M. Kaye,https://covers.openlibrary.org/b/id/400663-L.jpg,https://openlibrary.org/works/OL1985699W
A Hole is to Dig,Ruth Krauss,https://www.goodreads.com/book/show/118077.A_Hole_is_to_Dig,A Hole Is to Dig,Ruth Krauss,https://covers.openlibrary.org/b/id/23794-L.jpg,https://openlibrary.org/works/OL2040930W
"The Cay (The Cay, #1)",Theodore Taylor,https://www.goodreads.com/book/show/18553.The_Cay,The Cay,Theodore Taylor,https://covers.openlibrary.org/b/id/234731-L.jpg,https://openlibrary.org/works/OL270974W
"The Saturdays (The Melendy Family, #1)",Elizabeth Enright,https://www.goodreads.com/book/show/5019.The_Saturdays,The Saturdays,Elizabeth Enright,https://covers.openlibrary.org/b/id/580925-L.jpg,https://openlibrary.org/works/OL500584W
"Little Bear's Visit (Little Bear, #4)",Else Holmelund Minarik,https://www.goodreads.com/book/show/590524.Little_Bear_s_Visit,Little Bear's Visit,Else Holmelund Minarik,https://covers.openlibrary.org/b/id/3092492-L.jpg,https://openlibrary.org/works/OL2568814W
"Caddie Woodlawn (Caddie Woodlawn, #1)",Carol Ryrie Brink,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn,Caddie Woodlawn,Carol Ryrie Brink,https://covers.openlibrary.org/b/id/11123476-L.jpg,https://openlibrary.org/works/OL265984W
Abiyoyo,Pete Seeger,https://www.goodreads.com/book/show/630428.Abiyoyo,Abiyoyo,Pete Seeger,https://covers.openlibrary.org/b/id/15431-L.jpg,https://openlibrary.org/works/OL2632696W
Goblins in the Castle (Minstrel Book),Bruce Coville,https://www.goodreads.com/book/show/299085.Goblins_in_the_Castle,Goblins in the castle,Bruce Coville,https://covers.openlibrary.org/b/id/407815-L.jpg,https://openlibrary.org/works/OL69292W
I Love You Through and Through,Bernadette Rossetti-Shustak,https://www.goodreads.com/book/show/232958.I_Love_You_Through_and_Through,I love you through and through,Bernadette Rossetti-Shustak,https://covers.openlibrary.org/b/id/6514560-L.jpg,https://openlibrary.org/works/OL15143004W
Martha Speaks,Susan Meddaugh,https://www.goodreads.com/book/show/908146.Martha_Speaks,Martha Speaks,Susan Meddaugh,https://covers.openlibrary.org/b/id/14653852-L.jpg,https://openlibrary.org/works/OL27432632W
The Call of the Wild,Jack London,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,The Call of the Wild,Jack London,https://covers.openlibrary.org/b/id/12393037-L.jpg,https://openlibrary.org/works/OL14942956W
I Can Read with My Eyes Shut!,Dr. Seuss,https://www.goodreads.com/book/show/7785.I_Can_Read_with_My_Eyes_Shut_,I Can Read With My Eyes Shut!,Dr. Seuss,https://covers.openlibrary.org/b/id/6637897-L.jpg,https://openlibrary.org/works/OL1898287W
Laura and the Leprechauns,Amber T. Kingston,https://www.goodreads.com/book/show/2061828.Laura_and_the_Leprechauns,Laura and the Leprechauns,Amber T. Kingston,https://covers.openlibrary.org/b/id/2732558-L.jpg,https://openlibrary.org/works/OL9776083W
The Librarian of Basra: A True Story from Iraq,Jeanette Winter,https://www.goodreads.com/book/show/111000.The_Librarian_of_Basra,,,,
"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald J. Sobol,https://www.goodreads.com/book/show/789344.Encyclopedia_Brown_Boy_Detective,"Encyclopedia Brown, Boy Detective",Donald J. Sobol,,https://openlibrary.org/works/OL36411657W
Peter's Chair,Ezra Jack Keats,https://www.goodreads.com/book/show/114331.Peter_s_Chair,Peter's Chair,Ezra Jack Keats,https://covers.openlibrary.org/b/id/5390742-L.jpg,https://openlibrary.org/works/OL831062W
Walk Two Moons,Sharon Creech,https://www.goodreads.com/book/show/53496.Walk_Two_Moons,Walk Two Moons,Sharon Creech,https://covers.openlibrary.org/b/id/5283748-L.jpg,https://openlibrary.org/works/OL14937643W
The Velvet Room,Zilpha Keatley Snyder,https://www.goodreads.com/book/show/81010.The_Velvet_Room,The Velvet Room,Zilpha Keatley Snyder,https://covers.openlibrary.org/b/id/387918-L.jpg,https://openlibrary.org/works/OL29898W
"Babar the King (Babar, #3)",Jean de Brunhoff,https://www.goodreads.com/book/show/42407.Babar_the_King,Babar the King (Wonder Books),Jean de Brunhoff,https://covers.openlibrary.org/b/id/14879575-L.jpg,https://openlibrary.org/works/OL36765765W
Snowmen at Christmas,Caralyn Buehner,https://www.goodreads.com/book/show/698159.Snowmen_at_Christmas,Snowmen at Christmas,Caralyn Buehner,https://covers.openlibrary.org/b/id/6563466-L.jpg,https://openlibrary.org/works/OL15152384W
"Watson's Case (Sherlock Academy, #2)",F.C. Shaw,https://www.goodreads.com/book/show/27207602-watson-s-case,,,,
Mist Bound: How to Glue Back Grandpa,Daryl Kho,https://www.goodreads.com/book/show/58525135-mist-bound,,,,
"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,https://www.goodreads.com/book/show/106264.Sarah_Plain_and_Tall,"Sarah, plain and tall",Patricia MacLachlan,https://covers.openlibrary.org/b/id/8144459-L.jpg,https://openlibrary.org/works/OL2949977W
Sunshine: I'll Make You Smile!,Linda Hales,https://www.goodreads.com/book/show/14429303-sunshine,,,,
"The Crystal of Yggdrasil (Aki and the Spheres of Time, #1)",Gianni Perticaroli,https://www.goodreads.com/book/show/28493748-the-crystal-of-yggdrasil,,,,
STEM Storiez - Counting Zoo,Zyrobotics,https://www.goodreads.com/book/show/30253580-stem-storiez---counting-zoo,,,,
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,The Titan's Curse,Rick Riordan,https://covers.openlibrary.org/b/id/14601475-L.jpg,https://openlibrary.org/works/OL492647W
Odd and the Frost Giants,Neil Gaiman,https://www.goodreads.com/book/show/2108198.Odd_and_the_Frost_Giants,Odd and the Frost Giants,Neil Gaiman,https://covers.openlibrary.org/b/id/8783112-L.jpg,https://openlibrary.org/works/OL679300W
Boring Bob,Anfaney Gladwin,https://www.goodreads.com/book/show/40936527-boring-bob,,,,
I Wish That I Had Duck Feet,Dr. Seuss,https://www.goodreads.com/book/show/28350.I_Wish_That_I_Had_Duck_Feet,I wish that I had duck feet,Dr. Seuss,https://covers.openlibrary.org/b/id/6906575-L.jpg,https://openlibrary.org/works/OL1907319W
The Rainbabies,Laura Krauss Melmed,https://www.goodreads.com/book/show/1013168.The_Rainbabies,The rainbabies,Laura Krauss Melmed,https://covers.openlibrary.org/b/id/6555465-L.jpg,https://openlibrary.org/works/OL15150152W
"The Changeling (Weald Fae Journals, #2)",Christopher  Shields,https://www.goodreads.com/book/show/16162553-the-changeling,The Changeling,Christopher Shields,,https://openlibrary.org/works/OL33858249W
Uncle Bobby's Wedding,Sarah S. Brannen,https://www.goodreads.com/book/show/1846075.Uncle_Bobby_s_Wedding,Uncle Bobby's Wedding,Sarah S. Brannen,https://covers.openlibrary.org/b/id/12641911-L.jpg,https://openlibrary.org/works/OL9342206W
The Children of Noisy Village,Astrid Lindgren,https://www.goodreads.com/book/show/19311.The_Children_of_Noisy_Village,,,,
Did I Ever Tell You How Lucky You Are?,Dr. Seuss,https://www.goodreads.com/book/show/79579.Did_I_Ever_Tell_You_How_Lucky_You_Are_,Did I ever tell you how lucky you are?,Dr. Seuss,https://covers.openlibrary.org/b/id/255212-L.jpg,https://openlibrary.org/works/OL1898295W
"I Can Cook "" Cake Baking""",Marika Germanis,https://www.goodreads.com/book/show/22732506-i-can-cook-cake-baking,,,,
"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,https://www.goodreads.com/book/show/1499952.Daddy_Long_Legs,Daddy-Long-Legs,Jean Webster,https://covers.openlibrary.org/b/id/8266414-L.jpg,https://openlibrary.org/works/OL4322177W
Alligators All Around,Maurice Sendak,https://www.goodreads.com/book/show/120705.Alligators_All_Around,Alligators all around,Maurice Sendak,https://covers.openlibrary.org/b/id/24085-L.jpg,https://openlibrary.org/works/OL2568874W
"Spring Story (Brambly Hedge, #1)",Jill Barklem,https://www.goodreads.com/book/show/421613.Spring_Story,Spring Story (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/11308401-L.jpg,https://openlibrary.org/works/OL53730W
Dogzilla,Dav Pilkey,https://www.goodreads.com/book/show/836418.Dogzilla,Dogzilla,Dav Pilkey,https://covers.openlibrary.org/b/id/113672-L.jpg,https://openlibrary.org/works/OL12375303W
Tawny Scrawny Lion (Little Golden Book),Kathryn Jackson,https://www.goodreads.com/book/show/988170.Tawny_Scrawny_Lion,Tawny scrawny lion (A little golden book),Kathryn Jackson,https://covers.openlibrary.org/b/id/15075053-L.jpg,https://openlibrary.org/works/OL36957708W
"Winter Story (Brambly Hedge, #4)",Jill Barklem,https://www.goodreads.com/book/show/421615.Winter_Story,Winter Story (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/233-L.jpg,https://openlibrary.org/works/OL53740W
Activity Story Book: Sunshine and Her Big Blarney Smile!,Linda Hales,https://www.goodreads.com/book/show/23153772-activity-story-book,,,,
Cowboy Mike and Winston Go to the Racetrack,Michael Eastwood,https://www.goodreads.com/book/show/123004497-cowboy-mike-and-winston-go-to-the-racetrack,Cowboy Mike and Winston Go to the Racetrack,Michael Eastwood,,https://openlibrary.org/works/OL34418601W
Timothy Mean and the Time Machine 2,William A.E. Ford,https://www.goodreads.com/book/show/54451196-timothy-mean-and-the-time-machine-2,,,,
The Cockatoo from Timbuktu,William A.E. Ford,https://www.goodreads.com/book/show/50552891-the-cockatoo-from-timbuktu,The Cockatoo from Timbuktu,William A.E. Ford,https://covers.openlibrary.org/b/id/14342129-L.jpg,https://openlibrary.org/works/OL35669325W
Yertle the Turtle and Gertrude McFuzz,Dr. Seuss,https://www.goodreads.com/book/show/2763062-yertle-the-turtle-and-gertrude-mcfuzz,"Yertle the turtle ; and, Gertrude McFuzz",Dr. Seuss,,https://openlibrary.org/works/OL1898260W
I Ain't Gonna Paint No More!,Karen Beaumont,https://www.goodreads.com/book/show/659759.I_Ain_t_Gonna_Paint_No_More_,I Ain't Gonna Paint No More!,Karen Beaumont,https://covers.openlibrary.org/b/id/8441992-L.jpg,https://openlibrary.org/works/OL3257740W
The Family Under the Bridge,Natalie Savage Carlson,https://www.goodreads.com/book/show/906543.The_Family_Under_the_Bridge,The Family Under the Bridge,Natalie Savage Carlson,https://covers.openlibrary.org/b/id/50052-L.jpg,https://openlibrary.org/works/OL4633478W
Where Is Maisy?: A Lift-the-Flap Book,Lucy Cousins,https://www.goodreads.com/book/show/848710.Where_Is_Maisy_,,,,
"The Grey King (The Dark is Rising, #4)",Susan Cooper,https://www.goodreads.com/book/show/222576.The_Grey_King,The Grey King (The Dark is Rising #4),Susan Cooper,https://covers.openlibrary.org/b/id/433450-L.jpg,https://openlibrary.org/works/OL894246W
"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,https://www.goodreads.com/book/show/352262.How_to_Train_Your_Dragon,How to train your dragon,Cressida Cowell,https://covers.openlibrary.org/b/id/190086-L.jpg,https://openlibrary.org/works/OL20406W
"The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright,https://www.goodreads.com/book/show/421642.The_Four_Story_Mistake,The four-story mistake,Elizabeth Enright,https://covers.openlibrary.org/b/id/580926-L.jpg,https://openlibrary.org/works/OL500583W
Extra Yarn,Mac Barnett,https://www.goodreads.com/book/show/12065943-extra-yarn,Extra yarn,Mac Barnett,https://covers.openlibrary.org/b/id/7256065-L.jpg,https://openlibrary.org/works/OL16484309W
Stick Man,Julia Donaldson,https://www.goodreads.com/book/show/4307698-stick-man,Stick Man,Julia Donaldson,https://covers.openlibrary.org/b/id/8761751-L.jpg,https://openlibrary.org/works/OL1938277W
"Now We Are Six (Winnie-the-Pooh, #4)",A.A. Milne,https://www.goodreads.com/book/show/821000.Now_We_Are_Six,Now we are six,A. A. Milne,https://covers.openlibrary.org/b/id/101957-L.jpg,https://openlibrary.org/works/OL476498W
"Good Night, Mr. Tom",Michelle Magorian,https://www.goodreads.com/book/show/161099.Good_Night_Mr_Tom,"Good Night, Mr. Tom",Michelle Magorian,https://covers.openlibrary.org/b/id/4357661-L.jpg,https://openlibrary.org/works/OL4093302W
What Do You Do With a Kangaroo?,Mercer Mayer,https://www.goodreads.com/book/show/917911.What_Do_You_Do_With_a_Kangaroo_,What do you do with a kangaroo?,Mercer Mayer,https://covers.openlibrary.org/b/id/384037-L.jpg,https://openlibrary.org/works/OL79079W
"Pinkerton, Behave!",Steven Kellogg,https://www.goodreads.com/book/show/644908.Pinkerton_Behave_,"Pinkerton, Behave!",Steven Kellogg,https://covers.openlibrary.org/b/id/109807-L.jpg,https://openlibrary.org/works/OL497003W
McElligot's Pool,Dr. Seuss,https://www.goodreads.com/book/show/7777.McElligot_s_Pool,McElligot's Pool,Dr. Seuss,https://covers.openlibrary.org/b/id/254571-L.jpg,https://openlibrary.org/works/OL261187W
